date,股票代码,open,close,high,low,volume,amount,amplitude,change_pct,change_amount,turnover
2025-09-22,000333,74.32,72.77,74.41,72.41,479740,3520814681.25,2.71,-1.48,-1.09,0.69
2025-09-23,000333,72.76,73.04,73.16,72.23,421477,3082692694.88,1.28,0.37,0.27,0.61
2025-09-24,000333,73.02,73.61,73.86,72.46,306285,2260146501.22,1.92,0.78,0.57,0.44
2025-09-25,000333,72.81,72.35,73.26,72.06,478607,3487388577.74,1.63,-1.71,-1.26,0.69
2025-09-26,000333,72.55,73.71,74.21,72.4,476983,3524465565.68,2.5,1.88,1.36,0.69
2025-09-29,000333,73.94,73.24,74.06,72.56,465939,3431995413.21,2.04,-0.64,-0.47,0.67
2025-09-30,000333,73.21,72.17,73.22,72.06,506108,3690464285.46,1.58,-1.46,-1.07,0.73
2025-10-09,000333,71.86,72.14,72.48,70.89,615939,4446685218.42,2.2,-0.04,-0.03,0.89
2025-10-10,000333,71.96,72.34,73.24,71.61,433305,3168138018.81,2.26,0.28,0.2,0.63
2025-10-13,000333,70.89,71.32,71.62,70.53,481605,3450611699.95,1.51,-1.41,-1.02,0.69
2025-10-14,000333,71.51,72.11,72.66,71.2,519095,3767793738.65,2.05,1.11,0.79,0.75
2025-10-15,000333,72.31,72.43,73.0,72.11,376333,2753955979.24,1.23,0.44,0.32,0.54
2025-10-16,000333,72.71,72.69,73.2,72.03,346780,2535057433.02,1.62,0.36,0.26,0.5
2025-10-17,000333,72.21,72.31,73.1,72.15,276491,2017092908.0,1.31,-0.52,-0.38,0.4
2025-10-20,000333,72.6,72.38,72.91,71.9,297557,2166679567.63,1.4,0.1,0.07,0.43
2025-10-21,000333,72.41,72.42,72.77,72.09,283947,2070032730.89,0.94,0.06,0.04,0.41
2025-10-22,000333,72.31,73.39,73.5,72.12,393298,2894112406.41,1.91,1.34,0.97,0.57
2025-10-23,000333,73.31,74.4,74.46,73.19,347633,2588236880.97,1.73,1.38,1.01,0.5
2025-10-24,000333,74.4,74.12,74.51,73.97,244838,1829626026.28,0.73,-0.38,-0.28,0.35
2025-10-27,000333,74.25,74.39,74.86,73.88,340553,2552508383.16,1.32,0.36,0.27,0.49
2025-10-28,000333,74.12,73.92,74.43,73.64,233658,1740011911.81,1.06,-0.63,-0.47,0.34
2025-10-29,000333,73.76,73.91,73.93,73.01,273587,2025139820.77,1.24,-0.01,-0.01,0.39
2025-10-30,000333,74.01,74.81,75.61,74.01,499653,3777679276.17,2.16,1.22,0.9,0.72
2025-10-31,000333,74.71,75.91,76.34,74.61,509742,3888018216.27,2.31,1.47,1.1,0.74
2025-11-03,000333,75.9,74.9,76.46,74.69,281970,2132026191.42,2.33,-1.33,-1.01,0.41
2025-11-04,000333,74.63,74.67,75.3,74.41,302606,2282008180.24,1.19,-0.31,-0.23,0.44
2025-11-05,000333,74.51,75.45,75.9,73.81,266151,2015978787.06,2.8,1.04,0.78,0.38
2025-11-06,000333,75.45,76.54,76.94,75.45,355111,2732619897.06,1.97,1.44,1.09,0.51
2025-11-07,000333,76.78,75.71,76.78,75.62,264420,2021807279.77,1.52,-1.08,-0.83,0.38
2025-11-10,000333,75.77,76.84,77.06,75.46,391008,3010493958.58,2.11,1.49,1.13,0.56
2025-11-11,000333,76.84,76.74,76.9,76.19,227708,1755331383.55,0.92,-0.13,-0.1,0.33
2025-11-12,000333,76.74,79.0,80.06,76.74,737847,5857421168.27,4.33,2.95,2.26,1.06
2025-11-13,000333,78.71,79.11,79.51,78.2,333370,2639881173.73,1.66,0.14,0.11,0.48
2025-11-14,000333,79.01,78.74,79.93,78.56,273127,2181244560.27,1.73,-0.47,-0.37,0.39
2025-11-17,000333,78.74,77.93,78.9,77.42,261095,2050426784.02,1.88,-1.03,-0.81,0.38
2025-11-18,000333,78.29,77.4,78.66,77.0,235904,1833005279.67,2.13,-0.68,-0.53,0.34
2025-11-19,000333,77.38,77.4,78.09,77.02,214415,1661622967.52,1.38,0.0,0.0,0.31
2025-11-20,000333,77.5,77.94,78.88,77.03,261929,2050174662.8,2.39,0.7,0.54,0.38
2025-11-21,000333,77.1,78.75,79.29,77.1,439495,3442968264.83,2.81,1.04,0.81,0.63
2025-11-24,000333,78.6,78.56,79.48,78.25,367739,2903024266.26,1.56,-0.24,-0.19,0.53
2025-11-25,000333,78.99,78.7,79.0,77.61,291012,2280195508.5,1.77,0.18,0.14,0.42
2025-11-26,000333,78.69,79.8,80.0,78.41,320728,2538706359.91,2.02,1.4,1.1,0.46
2025-11-27,000333,79.6,79.8,80.73,78.95,316461,2524590682.3,2.23,0.0,0.0,0.46
2025-11-28,000333,79.8,79.86,80.07,79.33,181267,1445017043.31,0.93,0.08,0.06,0.26
2025-12-01,000333,79.8,80.0,80.2,79.17,303520,2419268736.44,1.29,0.18,0.14,0.44
2025-12-02,000333,80.1,81.56,81.66,80.01,378049,3071966511.53,2.06,1.95,1.56,0.55
2025-12-03,000333,81.55,82.17,82.88,81.26,368660,3038100688.7,1.99,0.75,0.61,0.53
2025-12-04,000333,82.13,81.89,83.17,81.77,289180,2377656054.22,1.7,-0.34,-0.28,0.42
2025-12-05,000333,81.89,82.23,82.59,81.7,246165,2020996777.57,1.09,0.42,0.34,0.35
2025-12-08,000333,83.0,81.81,83.1,81.04,273365,2235419968.16,2.51,-0.51,-0.42,0.39
2025-12-09,000333,81.5,80.2,81.56,79.94,356479,2872571866.53,1.98,-1.97,-1.61,0.51
2025-12-10,000333,79.98,80.07,80.62,79.7,245720,1970629706.26,1.15,-0.16,-0.13,0.35
2025-12-11,000333,80.12,79.3,80.56,79.18,272945,2178536617.35,1.72,-0.96,-0.77,0.39
2025-12-12,000333,79.35,79.32,79.98,79.2,328959,2615339990.39,0.98,0.03,0.02,0.47
2025-12-15,000333,79.69,80.41,81.1,79.45,365547,2945959174.79,2.08,1.37,1.09,0.53
