date,股票代码,open,close,high,low,volume,amount,amplitude,change_pct,change_amount,turnover
2025-09-22,000058,9.45,9.34,9.45,9.24,70450,65607071.5,2.21,-1.68,-0.16,0.72
2025-09-23,000058,9.29,9.16,9.33,8.91,97461,88318141.0,4.5,-1.93,-0.18,0.99
2025-09-24,000058,9.17,9.35,9.47,9.1,96164,89780530.88,4.04,2.07,0.19,0.98
2025-09-25,000058,9.35,9.37,9.54,9.24,99409,93608676.12,3.21,0.21,0.02,1.01
2025-09-26,000058,9.34,9.71,9.96,9.32,225294,218694746.66,6.83,3.63,0.34,2.29
2025-09-29,000058,9.7,9.62,9.73,9.41,161269,154186890.05,3.3,-0.93,-0.09,1.64
2025-09-30,000058,9.64,9.81,9.94,9.58,160186,157226697.6,3.74,1.98,0.19,1.63
2025-10-09,000058,9.78,9.84,9.86,9.41,177573,171646186.27,4.59,0.31,0.03,1.8
2025-10-10,000058,9.84,10.82,10.82,9.78,371914,393534337.74,10.57,9.96,0.98,3.78
2025-10-13,000058,10.59,11.29,11.7,10.37,838665,938551140.14,12.29,4.34,0.47,8.52
2025-10-14,000058,11.44,11.05,11.5,11.0,472126,530349852.19,4.43,-2.13,-0.24,4.79
2025-10-15,000058,11.02,10.9,11.11,10.77,273147,297073947.53,3.08,-1.36,-0.15,2.77
2025-10-16,000058,10.87,10.48,10.88,10.44,244705,259489646.39,4.04,-3.85,-0.42,2.48
2025-10-17,000058,10.5,10.32,10.76,10.3,180056,189240124.95,4.39,-1.53,-0.16,1.83
2025-10-20,000058,10.36,10.15,10.4,10.04,178852,181959989.16,3.49,-1.65,-0.17,1.82
2025-10-21,000058,10.15,10.18,10.26,10.1,155417,158076733.56,1.58,0.3,0.03,1.58
2025-10-22,000058,10.13,10.16,10.21,10.05,115579,117007886.22,1.57,-0.2,-0.02,1.17
2025-10-23,000058,11.18,11.18,11.18,11.18,47157,52721067.62,0.0,10.04,1.02,0.48
2025-10-24,000058,12.3,10.78,12.3,10.43,1305056,1461486648.54,16.73,-3.58,-0.4,13.25
2025-10-27,000058,10.1,10.3,10.48,10.08,745003,763136565.86,3.71,-4.45,-0.48,7.57
2025-10-28,000058,10.3,9.78,10.31,9.74,569415,565725373.69,5.53,-5.05,-0.52,5.78
2025-10-29,000058,9.7,9.85,9.98,9.62,361768,355951646.01,3.68,0.72,0.07,3.67
2025-10-30,000058,9.92,9.77,10.16,9.76,319472,317457671.36,4.06,-0.81,-0.08,3.24
2025-10-31,000058,9.76,9.9,10.03,9.76,275774,272516212.79,2.76,1.33,0.13,2.8
2025-11-03,000058,9.88,9.95,9.99,9.69,197731,194740035.02,3.03,0.51,0.05,2.01
2025-11-04,000058,9.89,9.74,9.89,9.66,179875,175662603.22,2.31,-2.11,-0.21,1.83
2025-11-05,000058,9.63,9.82,9.83,9.6,167620,163738221.17,2.36,0.82,0.08,1.7
2025-11-06,000058,9.81,9.79,9.93,9.76,140258,138021448.65,1.73,-0.31,-0.03,1.42
2025-11-07,000058,9.89,9.61,9.89,9.61,162161,157049975.14,2.86,-1.84,-0.18,1.65
2025-11-10,000058,9.59,9.66,9.66,9.43,199056,190248904.64,2.39,0.52,0.05,2.02
2025-11-11,000058,9.61,9.53,9.7,9.52,155376,149466183.65,1.86,-1.35,-0.13,1.58
2025-11-12,000058,9.52,9.41,9.59,9.41,120264,114219816.2,1.89,-1.26,-0.12,1.22
2025-11-13,000058,9.39,9.39,9.41,9.3,106566,99890803.26,1.17,-0.21,-0.02,1.08
2025-11-14,000058,9.35,9.44,9.49,9.35,99599,94122757.41,1.49,0.53,0.05,1.01
2025-11-17,000058,9.38,9.54,9.58,9.38,116483,110624666.58,2.12,1.06,0.1,1.18
2025-11-18,000058,9.54,9.52,9.57,9.39,109268,103490938.4,1.89,-0.21,-0.02,1.11
2025-11-19,000058,9.48,9.24,9.56,9.22,120672,112693845.24,3.57,-2.94,-0.28,1.23
2025-11-20,000058,9.29,9.3,9.39,9.25,76949,71664716.76,1.52,0.65,0.06,0.78
2025-11-21,000058,9.25,8.99,9.32,8.99,130112,118731532.6,3.55,-3.33,-0.31,1.32
2025-11-24,000058,9.06,9.2,9.24,9.01,96610,88437132.55,2.56,2.34,0.21,0.98
2025-11-25,000058,9.19,9.35,9.4,9.15,95975,89674675.17,2.72,1.63,0.15,0.97
2025-11-26,000058,9.34,9.43,9.52,9.32,155847,146972589.3,2.14,0.86,0.08,1.58
2025-11-27,000058,9.37,9.35,9.44,9.29,98972,92893067.36,1.59,-0.85,-0.08,1.01
2025-11-28,000058,9.35,9.46,9.46,9.28,92292,86659039.38,1.93,1.18,0.11,0.94
2025-12-01,000058,9.47,9.48,9.5,9.42,91094,86178244.16,0.85,0.21,0.02,0.93
2025-12-02,000058,9.44,9.39,9.46,9.33,65900,61907189.68,1.37,-0.95,-0.09,0.67
2025-12-03,000058,9.33,9.31,9.42,9.28,73931,68941465.22,1.49,-0.85,-0.08,0.75
