date,股票代码,open,close,high,low,volume,amount,amplitude,change_pct,change_amount,turnover
2025-09-22,000006,7.85,7.92,7.99,7.68,498044,390549711.51,3.88,-0.88,-0.07,3.69
2025-09-23,000006,7.96,8.43,8.58,7.69,815002,651128136.98,11.24,6.44,0.51,6.04
2025-09-24,000006,8.29,9.27,9.27,8.18,695478,634710328.87,12.93,9.96,0.84,5.15
2025-09-25,000006,9.5,9.28,9.66,9.05,1160770,1087703064.8,6.58,0.11,0.01,8.6
2025-09-26,000006,9.27,9.51,10.1,9.27,1005604,983640702.17,8.94,2.48,0.23,7.45
2025-09-29,000006,9.52,9.35,9.6,9.22,662285,618824494.21,4.0,-1.68,-0.16,4.91
2025-09-30,000006,9.48,10.29,10.29,9.44,498767,502879555.29,9.09,10.05,0.94,3.69
2025-10-09,000006,10.42,10.85,11.1,10.32,1034286,1119062237.11,7.58,5.44,0.56,7.66
2025-10-10,000006,10.74,11.94,11.94,10.68,1134483,1283165581.75,11.61,10.05,1.09,8.4
2025-10-13,000006,12.2,13.13,13.13,12.19,585088,756544526.78,7.87,9.97,1.19,4.33
2025-10-14,000006,14.43,13.79,14.44,13.17,2261318,3142191095.55,9.67,5.03,0.66,16.75
2025-10-15,000006,13.05,12.41,13.21,12.41,886386,1114119702.28,5.8,-10.01,-1.38,6.57
2025-10-16,000006,11.17,11.45,11.87,11.17,1426090,1642459095.01,5.64,-7.74,-0.96,10.56
2025-10-17,000006,11.72,12.24,12.6,11.72,1623857,2017193667.2,7.69,6.9,0.79,12.03
2025-10-20,000006,12.67,12.02,12.94,11.81,1278647,1569125028.94,9.23,-1.8,-0.22,9.47
2025-10-21,000006,11.97,13.22,13.22,11.73,956927,1207541059.33,12.4,9.98,1.2,7.09
2025-10-22,000006,13.75,13.13,13.98,13.1,1313793,1760163029.54,6.66,-0.68,-0.09,9.73
2025-10-23,000006,14.44,14.15,14.44,13.53,1682881,2359131476.2,6.93,7.77,1.02,12.47
2025-10-24,000006,14.35,14.04,15.5,13.53,1473254,2108061717.28,13.92,-0.78,-0.11,10.91
2025-10-27,000006,13.83,13.3,14.04,13.24,1108572,1495877584.55,5.7,-5.27,-0.74,8.21
2025-10-28,000006,13.2,12.81,13.26,12.58,999026,1284892831.68,5.11,-3.68,-0.49,7.4
2025-10-29,000006,12.76,13.03,13.68,12.71,947899,1244615014.71,7.57,1.72,0.22,7.02
2025-10-30,000006,13.04,12.65,13.09,12.65,554281,709524457.19,3.38,-2.92,-0.38,4.11
2025-10-31,000006,12.89,12.68,13.19,12.57,740091,953752554.14,4.9,0.24,0.03,5.48
2025-11-03,000006,12.64,12.37,12.64,11.91,576471,710438711.32,5.76,-2.44,-0.31,4.27
2025-11-04,000006,12.35,11.93,12.4,11.78,532427,640172918.33,5.01,-3.56,-0.44,3.94
2025-11-05,000006,11.61,12.1,12.16,11.61,381436,457918654.44,4.61,1.42,0.17,2.83
2025-11-06,000006,12.06,12.14,12.28,11.8,464307,562028301.45,3.97,0.33,0.04,3.44
2025-11-07,000006,12.03,12.17,12.35,12.01,388962,474523624.18,2.8,0.25,0.03,2.88
2025-11-10,000006,12.07,11.9,12.21,11.82,372611,446253538.41,3.2,-2.22,-0.27,2.76
2025-11-11,000006,11.92,11.86,12.2,11.78,371621,444548692.5,3.53,-0.34,-0.04,2.75
2025-11-12,000006,11.75,11.54,11.85,11.26,444079,510298055.77,4.97,-2.7,-0.32,3.29
2025-11-13,000006,11.43,11.56,11.58,11.33,260544,299445203.5,2.17,0.17,0.02,1.93
2025-11-14,000006,11.4,11.58,11.81,11.4,299967,348682841.0,3.55,0.17,0.02,2.22
2025-11-17,000006,11.46,11.58,11.66,11.26,282606,322888078.51,3.45,0.0,0.0,2.09
2025-11-18,000006,11.64,11.47,11.86,11.33,421722,486430385.37,4.58,-0.95,-0.11,3.12
2025-11-19,000006,11.41,10.95,11.45,10.73,534212,589743931.17,6.28,-4.53,-0.52,3.96
2025-11-20,000006,10.91,10.97,11.05,10.83,276205,302108522.62,2.01,0.18,0.02,2.05
2025-11-21,000006,10.78,10.5,11.1,10.46,375900,404461275.58,5.83,-4.28,-0.47,2.78
2025-11-24,000006,10.51,10.42,10.61,10.3,351104,366435601.56,2.95,-0.76,-0.08,2.6
2025-11-25,000006,10.57,10.65,10.79,10.47,292362,311485438.41,3.07,2.21,0.23,2.17
2025-11-26,000006,10.6,10.86,11.05,10.55,399061,434251638.88,4.69,1.97,0.21,2.96
2025-11-27,000006,11.0,10.71,11.08,10.69,288298,312933081.24,3.59,-1.38,-0.15,2.14
2025-11-28,000006,10.64,11.01,11.09,10.61,308501,335930022.71,4.48,2.8,0.3,2.29
2025-12-01,000006,10.88,10.43,10.91,10.35,421977,444839931.18,5.09,-5.27,-0.58,3.13
2025-12-02,000006,10.46,10.14,10.5,10.1,331722,339322049.14,3.84,-2.78,-0.29,2.46
2025-12-03,000006,10.25,9.88,10.25,9.86,322771,322597626.54,3.85,-2.56,-0.26,2.39
2025-12-04,000006,9.82,9.87,9.95,9.58,325256,317733946.76,3.74,-0.1,-0.01,2.41
2025-12-05,000006,9.84,10.09,10.28,9.73,320333,320913515.22,5.57,2.23,0.22,2.37
2025-12-08,000006,9.98,10.21,10.32,9.94,265393,269617653.43,3.77,1.19,0.12,1.97
2025-12-09,000006,10.16,10.22,10.4,10.08,212673,216771115.25,3.13,0.1,0.01,1.58
2025-12-10,000006,10.23,10.37,10.65,10.02,484503,498019289.83,6.16,1.47,0.15,3.59
2025-12-11,000006,10.33,10.0,10.4,9.99,333615,337515823.26,3.95,-3.57,-0.37,2.47
2025-12-12,000006,10.1,10.01,10.27,9.93,259932,261685943.3,3.4,0.1,0.01,1.93
2025-12-15,000006,9.85,9.82,9.97,9.78,220118,217031998.8,1.9,-1.9,-0.19,1.63
2025-12-16,000006,9.8,9.36,9.86,9.33,293075,278724841.9,5.4,-4.68,-0.46,2.17
2025-12-17,000006,9.38,9.53,9.58,9.29,287555,271139857.68,3.1,1.82,0.17,2.13
2025-12-18,000006,9.5,9.55,9.86,9.5,241884,233937213.5,3.78,0.21,0.02,1.79
2025-12-19,000006,9.57,9.78,9.82,9.47,231191,223700480.12,3.66,2.41,0.23,1.71
2025-12-22,000006,9.72,9.78,9.8,9.55,207886,201986082.14,2.56,0.0,0.0,1.54
2025-12-23,000006,9.78,9.82,9.98,9.66,264023,258698893.96,3.27,0.41,0.04,1.96
2025-12-24,000006,9.7,9.93,10.2,9.69,312742,311074795.65,5.19,1.12,0.11,2.32
2025-12-25,000006,9.95,10.08,10.19,9.91,254596,255388739.24,2.82,1.51,0.15,1.89
2025-12-26,000006,10.01,10.19,10.35,10.0,365186,372067390.65,3.47,1.09,0.11,2.71
2025-12-29,000006,10.09,9.8,10.1,9.74,359449,354508530.49,3.53,-3.83,-0.39,2.66
2025-12-30,000006,9.8,9.86,9.99,9.61,305372,298560078.78,3.88,0.61,0.06,2.26
2025-12-31,000006,9.95,9.95,10.03,9.69,270369,267758675.86,3.45,0.91,0.09,2.0
2026-01-05,000006,9.83,9.73,9.83,9.55,322188,312383569.47,2.81,-2.21,-0.22,2.39
2026-01-06,000006,9.74,9.86,10.02,9.71,338024,333900259.18,3.19,1.34,0.13,2.5
2026-01-07,000006,9.86,9.78,10.08,9.75,375045,371286739.53,3.35,-0.81,-0.08,2.78
2026-01-08,000006,9.79,9.92,9.95,9.64,331267,326849977.46,3.17,1.43,0.14,2.45
2026-01-09,000006,9.89,10.15,10.43,9.81,636637,642804586.67,6.25,2.32,0.23,4.72
2026-01-12,000006,9.99,9.87,10.15,9.69,645666,635706457.3,4.53,-2.76,-0.28,4.78
2026-01-13,000006,9.86,9.56,10.05,9.54,485984,475617995.75,5.17,-3.14,-0.31,3.6
2026-01-14,000006,9.53,9.46,9.75,9.29,427127,406688687.65,4.81,-1.05,-0.1,3.16
2026-01-15,000006,9.41,9.31,9.5,9.19,316070,294572439.33,3.28,-1.59,-0.15,2.34
2026-01-16,000006,9.35,9.21,9.58,9.16,304920,283574880.03,4.51,-1.07,-0.1,2.26
2026-01-19,000006,9.19,9.15,9.2,9.0,221729,202431658.91,2.17,-0.65,-0.06,1.64
2026-01-20,000006,9.15,9.31,9.38,9.07,281483,259658020.93,3.39,1.75,0.16,2.09
