date,股票代码,open,close,high,low,volume,amount,amplitude,change_pct,change_amount,turnover
2025-09-22,000088,4.41,4.38,4.41,4.36,229481,102516800.7,1.13,-0.68,-0.03,0.73
2025-09-23,000088,4.37,4.38,4.41,4.35,267754,119611167.39,1.37,0.0,0.0,0.85
2025-09-24,000088,4.37,4.4,4.41,4.36,208224,93252360.86,1.14,0.46,0.02,0.66
2025-09-25,000088,4.4,4.36,4.4,4.35,243443,108394520.07,1.14,-0.91,-0.04,0.77
2025-09-26,000088,4.35,4.35,4.36,4.34,128588,57094266.2,0.46,-0.23,-0.01,0.41
2025-09-29,000088,4.34,4.35,4.36,4.32,212910,94224841.23,0.92,0.0,0.0,0.67
2025-09-30,000088,4.34,4.34,4.35,4.33,117926,52269400.8,0.46,-0.23,-0.01,0.37
2025-10-09,000088,4.34,4.36,4.36,4.33,220737,97872542.91,0.69,0.46,0.02,0.7
2025-10-10,000088,4.34,4.38,4.39,4.34,239925,107071025.18,1.15,0.46,0.02,0.76
2025-10-13,000088,4.33,4.37,4.37,4.29,277064,122664575.68,1.83,-0.23,-0.01,0.88
2025-10-14,000088,4.37,4.41,4.47,4.36,491669,221070840.12,2.52,0.92,0.04,1.55
2025-10-15,000088,4.4,4.39,4.41,4.37,301149,134770688.57,0.91,-0.45,-0.02,0.95
2025-10-16,000088,4.39,4.4,4.42,4.37,281905,126384011.4,1.14,0.23,0.01,0.89
2025-10-17,000088,4.39,4.38,4.43,4.38,301988,135779977.05,1.14,-0.45,-0.02,0.95
2025-10-20,000088,4.39,4.4,4.4,4.37,201662,90218990.78,0.68,0.46,0.02,0.64
2025-10-21,000088,4.4,4.42,4.43,4.38,246402,110972160.03,1.14,0.45,0.02,0.78
2025-10-22,000088,4.41,4.43,4.44,4.41,195312,88196287.6,0.68,0.23,0.01,0.62
2025-10-23,000088,4.53,4.57,4.63,4.49,1431224,664516894.56,3.16,3.16,0.14,4.53
2025-10-24,000088,4.5,4.47,4.55,4.47,836034,384016003.07,1.75,-2.19,-0.1,2.64
2025-10-27,000088,4.51,4.49,4.53,4.46,423083,193993327.9,1.57,0.45,0.02,1.34
2025-10-28,000088,4.48,4.49,4.53,4.47,341632,156672129.85,1.34,0.0,0.0,1.08
2025-10-29,000088,4.49,4.49,4.5,4.45,332986,151880690.94,1.11,0.0,0.0,1.05
2025-10-30,000088,4.49,4.51,4.56,4.48,535023,246885098.2,1.78,0.45,0.02,1.69
2025-10-31,000088,4.52,4.47,4.53,4.46,401194,183281714.0,1.55,-0.89,-0.04,1.27
2025-11-03,000088,4.47,4.5,4.5,4.45,256865,117402986.31,1.12,0.67,0.03,0.81
2025-11-04,000088,4.5,4.51,4.55,4.49,383177,176696358.68,1.33,0.22,0.01,1.21
2025-11-05,000088,4.49,4.55,4.55,4.48,373805,172448621.11,1.55,0.89,0.04,1.18
2025-11-06,000088,4.54,4.54,4.55,4.52,282654,130770024.08,0.66,-0.22,-0.01,0.89
2025-11-07,000088,4.56,4.56,4.58,4.54,326377,151815425.14,0.88,0.44,0.02,1.03
2025-11-10,000088,4.57,4.57,4.58,4.53,282032,131262618.55,1.1,0.22,0.01,0.89
2025-11-11,000088,4.57,4.59,4.59,4.55,268296,125255181.24,0.88,0.44,0.02,0.85
2025-11-12,000088,4.6,4.55,4.61,4.54,294194,137135597.05,1.53,-0.87,-0.04,0.93
2025-11-13,000088,4.57,4.55,4.57,4.53,294422,136547415.6,0.88,0.0,0.0,0.93
2025-11-14,000088,4.54,4.58,4.61,4.53,454653,212754550.91,1.76,0.66,0.03,1.44
2025-11-17,000088,4.58,4.54,4.59,4.53,285689,132663555.79,1.31,-0.87,-0.04,0.9
2025-11-18,000088,4.54,4.48,4.55,4.46,341585,156490028.37,1.98,-1.32,-0.06,1.08
2025-11-19,000088,4.49,4.48,4.5,4.45,230077,104958828.0,1.12,0.0,0.0,0.73
2025-11-20,000088,4.48,4.49,4.51,4.46,203085,92937791.59,1.12,0.22,0.01,0.64
2025-11-21,000088,4.48,4.4,4.48,4.39,314650,142280066.01,2.0,-2.0,-0.09,0.99
2025-11-24,000088,4.41,4.39,4.43,4.38,329269,147899171.12,1.14,-0.23,-0.01,1.04
2025-11-25,000088,4.4,4.37,4.41,4.37,332586,148582002.34,0.91,-0.46,-0.02,1.05
2025-11-26,000088,4.37,4.38,4.41,4.37,235576,103413297.26,0.92,0.23,0.01,0.74
2025-11-27,000088,4.38,4.39,4.4,4.36,188166,82515331.91,0.91,0.23,0.01,0.59
2025-11-28,000088,4.39,4.41,4.41,4.37,167458,73501177.44,0.91,0.46,0.02,0.53
2025-12-01,000088,4.41,4.44,4.46,4.41,275308,122235716.27,1.13,0.68,0.03,0.87
2025-12-02,000088,4.44,4.47,4.48,4.43,210060,93613373.07,1.13,0.68,0.03,0.66
2025-12-03,000088,4.47,4.48,4.49,4.45,223217,99875747.98,0.89,0.22,0.01,0.71
2025-12-04,000088,4.48,4.48,4.5,4.45,207458,92847571.3,1.12,0.0,0.0,0.66
2025-12-05,000088,4.47,4.46,4.48,4.44,208272,92833257.46,0.89,-0.45,-0.02,0.66
2025-12-08,000088,4.47,4.45,4.48,4.44,208159,92755112.79,0.9,-0.22,-0.01,0.66
2025-12-09,000088,4.45,4.4,4.45,4.4,185492,82084214.35,1.12,-1.12,-0.05,0.59
2025-12-10,000088,4.4,4.49,4.51,4.39,365602,163088812.93,2.73,2.05,0.09,1.16
2025-12-11,000088,4.5,4.55,4.59,4.48,581643,264036924.45,2.45,1.34,0.06,1.84
2025-12-12,000088,4.53,4.57,4.57,4.45,601252,270612336.37,2.64,0.44,0.02,1.9
2025-12-15,000088,4.51,4.57,4.58,4.49,346659,157581348.82,1.97,0.0,0.0,1.1
2025-12-16,000088,4.56,4.48,4.57,4.47,238667,107408429.27,2.19,-1.97,-0.09,0.75
2025-12-17,000088,4.47,4.5,4.51,4.43,233993,104447045.4,1.79,0.45,0.02,0.74
2025-12-18,000088,4.48,4.48,4.5,4.47,153809,68919490.35,0.67,-0.44,-0.02,0.49
2025-12-19,000088,4.47,4.52,4.53,4.46,243067,109593062.9,1.56,0.89,0.04,0.77
2025-12-22,000088,4.52,4.55,4.57,4.51,233651,106343688.98,1.33,0.66,0.03,0.74
2025-12-23,000088,4.55,4.55,4.57,4.53,195126,88755887.73,0.88,0.0,0.0,0.62
2025-12-24,000088,4.55,4.52,4.57,4.51,188369,85489802.13,1.32,-0.66,-0.03,0.6
2025-12-25,000088,4.54,4.55,4.57,4.53,214730,97752688.26,0.88,0.66,0.03,0.68
2025-12-26,000088,4.56,4.53,4.56,4.52,193078,87738329.92,0.88,-0.44,-0.02,0.61
2025-12-29,000088,4.53,4.49,4.55,4.48,211243,95397116.82,1.55,-0.88,-0.04,0.67
2025-12-30,000088,4.48,4.43,4.49,4.43,274153,121853278.52,1.34,-1.34,-0.06,0.87
2025-12-31,000088,4.43,4.45,4.46,4.43,153640,68253339.72,0.68,0.45,0.02,0.49
2026-01-05,000088,4.45,4.45,4.46,4.43,246891,109815075.76,0.67,0.0,0.0,0.78
2026-01-06,000088,4.45,4.5,4.5,4.44,232512,104096989.04,1.35,1.12,0.05,0.74
2026-01-07,000088,4.5,4.48,4.51,4.46,223500,100250722.38,1.11,-0.44,-0.02,0.71
2026-01-08,000088,4.47,4.46,4.48,4.45,187138,83524272.28,0.67,-0.45,-0.02,0.59
2026-01-09,000088,4.46,4.49,4.49,4.45,258044,115585140.76,0.9,0.67,0.03,0.82
2026-01-12,000088,4.48,4.53,4.53,4.47,261046,117469578.22,1.34,0.89,0.04,0.83
2026-01-13,000088,4.53,4.52,4.54,4.5,268879,121498489.95,0.88,-0.22,-0.01,0.85
2026-01-14,000088,4.52,4.48,4.54,4.45,409237,184322466.56,1.99,-0.88,-0.04,1.29
2026-01-15,000088,4.48,4.48,4.51,4.47,226776,101727366.06,0.89,0.0,0.0,0.72
2026-01-16,000088,4.48,4.46,4.5,4.45,216461,96683051.26,1.12,-0.45,-0.02,0.68
2026-01-19,000088,4.45,4.48,4.49,4.45,189814,84937877.77,0.9,0.45,0.02,0.6
2026-01-20,000088,4.48,4.51,4.53,4.47,244508,110211016.47,1.34,0.67,0.03,0.77
