date,股票代码,open,close,high,low,volume,amount,amplitude,change_pct,change_amount,turnover
2025-09-22,000078,2.63,2.58,2.64,2.56,241532,62726638.64,3.08,-0.77,-0.02,0.92
2025-09-23,000078,2.58,2.5,2.59,2.46,385491,96523946.44,5.04,-3.1,-0.08,1.47
2025-09-24,000078,2.49,2.53,2.53,2.47,193233,48474334.1,2.4,1.2,0.03,0.74
2025-09-25,000078,2.53,2.48,2.53,2.48,183257,45793492.9,1.98,-1.98,-0.05,0.7
2025-09-26,000078,2.48,2.48,2.49,2.44,148494,36703710.39,2.02,0.0,0.0,0.57
2025-09-29,000078,2.47,2.48,2.49,2.42,161476,39751846.52,2.82,0.0,0.0,0.61
2025-09-30,000078,2.48,2.49,2.5,2.46,141382,35085608.94,1.61,0.4,0.01,0.54
2025-10-09,000078,2.49,2.51,2.51,2.48,172893,43124071.78,1.2,0.8,0.02,0.66
2025-10-10,000078,2.52,2.52,2.53,2.49,187784,47259849.27,1.59,0.4,0.01,0.71
2025-10-13,000078,2.48,2.48,2.5,2.43,228955,56446158.76,2.78,-1.59,-0.04,0.87
2025-10-14,000078,2.49,2.48,2.51,2.47,185099,46134624.0,1.61,0.0,0.0,0.7
2025-10-15,000078,2.48,2.51,2.52,2.48,171776,42972951.5,1.61,1.21,0.03,0.65
2025-10-16,000078,2.5,2.49,2.52,2.48,158151,39499308.74,1.59,-0.8,-0.02,0.6
2025-10-17,000078,2.48,2.48,2.52,2.47,257954,64428309.12,2.01,-0.4,-0.01,0.98
2025-10-20,000078,2.48,2.49,2.5,2.46,163718,40578877.07,1.61,0.4,0.01,0.62
2025-10-21,000078,2.5,2.55,2.55,2.49,349744,88347562.62,2.41,2.41,0.06,1.33
2025-10-22,000078,2.55,2.56,2.58,2.53,285282,73049927.35,1.96,0.39,0.01,1.09
2025-10-23,000078,2.57,2.58,2.6,2.54,269358,69287399.54,2.34,0.78,0.02,1.03
2025-10-24,000078,2.58,2.53,2.59,2.52,232226,59207005.25,2.71,-1.94,-0.05,0.88
2025-10-27,000078,2.54,2.53,2.54,2.5,186141,46955741.76,1.58,0.0,0.0,0.71
2025-10-28,000078,2.52,2.53,2.54,2.51,133187,33714391.5,1.19,0.0,0.0,0.51
2025-10-29,000078,2.53,2.52,2.53,2.5,137988,34722938.1,1.19,-0.4,-0.01,0.53
2025-10-30,000078,2.52,2.49,2.52,2.47,208474,52059285.97,1.98,-1.19,-0.03,0.79
2025-10-31,000078,2.49,2.52,2.53,2.48,197365,49541342.0,2.01,1.2,0.03,0.75
2025-11-03,000078,2.53,2.56,2.57,2.52,313304,79837478.95,1.98,1.59,0.04,1.19
2025-11-04,000078,2.55,2.55,2.56,2.53,173082,44013971.6,1.17,-0.39,-0.01,0.66
2025-11-05,000078,2.53,2.58,2.59,2.53,310169,79664129.0,2.35,1.18,0.03,1.18
2025-11-06,000078,2.58,2.55,2.58,2.53,273526,69640917.05,1.94,-1.16,-0.03,1.04
2025-11-07,000078,2.54,2.56,2.57,2.54,228210,58401049.9,1.18,0.39,0.01,0.87
2025-11-10,000078,2.57,2.61,2.61,2.56,339939,88138507.77,1.95,1.95,0.05,1.29
2025-11-11,000078,2.6,2.66,2.67,2.58,492889,129986281.62,3.45,1.92,0.05,1.88
2025-11-12,000078,2.66,2.69,2.7,2.66,574796,154140502.44,1.5,1.13,0.03,2.19
2025-11-13,000078,2.69,2.7,2.7,2.65,386711,103708175.6,1.86,0.37,0.01,1.47
2025-11-14,000078,2.69,2.73,2.77,2.68,566986,155273217.53,3.33,1.11,0.03,2.16
2025-11-17,000078,2.74,2.71,2.75,2.69,407213,110553516.8,2.2,-0.73,-0.02,1.55
2025-11-18,000078,2.7,2.66,2.74,2.64,362765,96852562.47,3.69,-1.85,-0.05,1.38
2025-11-19,000078,2.66,2.6,2.66,2.58,256062,66831226.35,3.01,-2.26,-0.06,0.97
2025-11-20,000078,2.6,2.59,2.62,2.57,220763,57336071.0,1.92,-0.38,-0.01,0.84
2025-11-21,000078,2.58,2.46,2.61,2.45,410924,103042381.0,6.18,-5.02,-0.13,1.56
2025-11-24,000078,2.48,2.49,2.52,2.47,288399,71956684.38,2.03,1.22,0.03,1.1
2025-11-25,000078,2.5,2.55,2.57,2.47,297162,75458614.26,4.02,2.41,0.06,1.13
2025-11-26,000078,2.55,2.81,2.81,2.54,932476,257193418.82,10.59,10.2,0.26,3.55
2025-11-27,000078,2.96,3.09,3.09,2.88,4112302,1245485781.45,7.47,9.96,0.28,15.66
2025-11-28,000078,3.05,3.4,3.4,2.98,4106665,1332549916.17,13.59,10.03,0.31,15.64
2025-12-01,000078,3.4,3.74,3.74,3.3,5342770,1898650376.4,12.94,10.0,0.34,20.34
2025-12-02,000078,3.8,4.11,4.11,3.8,2305329,927974888.48,8.29,9.89,0.37,8.78
2025-12-03,000078,4.2,4.52,4.52,4.18,1825423,803241088.44,8.27,9.98,0.41,6.95
2025-12-04,000078,4.97,4.81,4.97,4.54,7602664,3680591264.03,9.51,6.42,0.29,28.95
2025-12-05,000078,4.82,5.29,5.29,4.82,5975027,3099607703.84,9.77,9.98,0.48,22.75
2025-12-08,000078,5.64,5.14,5.7,4.9,7643233,4036810645.62,15.12,-2.84,-0.15,29.1
2025-12-09,000078,4.81,4.63,4.91,4.63,3417320,1598961863.32,5.45,-9.92,-0.51,13.01
2025-12-10,000078,4.18,4.83,4.99,4.18,5460355,2498090042.95,17.49,4.32,0.2,20.79
2025-12-11,000078,4.58,4.42,4.82,4.35,4154663,1880159492.59,9.73,-8.49,-0.41,15.82
