date,股票代码,open,close,high,low,volume,amount,amplitude,change_pct,change_amount,turnover
2025-09-22,000408,54.9,54.24,55.06,53.43,83998,453452277.38,3.0,-0.11,-0.06,0.53
2025-09-23,000408,54.2,53.55,54.55,52.67,99352,530708328.12,3.47,-1.27,-0.69,0.63
2025-09-24,000408,53.0,54.1,54.3,52.71,105662,565615917.08,2.97,1.03,0.55,0.67
2025-09-25,000408,55.58,55.14,56.4,54.02,154735,854137890.75,4.4,1.92,1.04,0.99
2025-09-26,000408,54.59,54.38,55.49,54.3,86828,475901059.91,2.16,-1.38,-0.76,0.55
2025-09-29,000408,54.65,55.89,55.97,54.3,132786,732635796.92,3.07,2.78,1.51,0.85
2025-09-30,000408,57.0,58.33,58.5,56.12,146293,844733828.89,4.26,4.37,2.44,0.93
2025-10-09,000408,60.08,61.22,61.88,59.03,208286,1260020962.29,4.89,4.95,2.89,1.33
2025-10-10,000408,61.28,60.7,62.8,59.43,201762,1241309986.35,5.5,-0.85,-0.52,1.28
2025-10-13,000408,58.72,60.44,60.9,58.62,143349,857700327.27,3.76,-0.43,-0.26,0.91
2025-10-14,000408,62.08,57.13,62.25,57.0,202129,1199430226.9,8.69,-5.48,-3.31,1.29
2025-10-15,000408,58.27,58.48,58.72,56.89,153701,891604996.82,3.2,2.36,1.35,0.98
2025-10-16,000408,58.48,57.39,59.0,56.8,123949,716239432.6,3.76,-1.86,-1.09,0.79
2025-10-17,000408,57.35,54.69,57.77,54.36,213194,1186473079.2,5.94,-4.7,-2.7,1.36
2025-10-20,000408,55.1,55.36,57.17,54.45,158359,885661478.62,4.97,1.23,0.67,1.01
2025-10-21,000408,56.29,56.7,57.08,55.38,117744,666545493.94,3.07,2.42,1.34,0.75
2025-10-22,000408,55.6,57.37,57.89,55.6,103707,591919221.49,4.04,1.18,0.67,0.66
2025-10-23,000408,57.05,58.56,58.59,56.9,90521,522945709.11,2.95,2.07,1.19,0.58
2025-10-24,000408,59.36,59.15,59.97,58.26,99216,584702303.28,2.92,1.01,0.59,0.63
2025-10-27,000408,59.89,60.58,61.17,59.74,112671,681745857.54,2.42,2.42,1.43,0.72
