                  腾龙股份 (603158)
      时间	    开盘	    最高	    最低	    收盘	         成交量	高一高二多空.线1   	高一高二多空.线2   	高一高二多空.线1红 	高一高二多空.线2红 	高一高二多空.波峰  	高一高二多空.      	高一高二多空.波谷  	高一高二多空.      	高一高二多空.      	高一高二多空.      	高一高二多空.      	高一高二多空.      	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	主力进出.主力  	主力进出.游资  	主力进出.大户  	主力进出.散户  	主力进出.主比  	主力进出.游比  	主力进出.大比  	主力进出.散比  	主力进出.警戒线	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	
 2024/06/19	    7.24	    7.28	    7.16	    7.18	        4444700	       7.18	       7.18	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      44447	           	           	           	           	           	           	           	           	           	           	           	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/06/20	    7.16	    7.17	    6.86	    6.90	        6850944	       7.14	       7.15	           	           	       7.28	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      68509	           	           	           	           	           	           	           	           	           	           	           	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/06/21	    6.82	    7.00	    6.82	    6.92	        4550300	       7.11	       7.13	           	           	       7.28	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      45503	           	           	           	           	           	           	           	           	           	           	           	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/06/24	    6.92	    6.92	    6.58	    6.60	        7822384	       7.04	       7.08	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      78224	           	           	   59170.82	           	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/06/25	    6.62	    6.88	    6.58	    6.73	        7339300	       7.00	       7.05	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      73393	      62015	           	   66407.32	           	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/06/26	    6.67	    6.94	    6.62	    6.93	        6971796	       6.99	       7.04	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      69718	      67069	           	   66709.45	           	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/06/27	    6.88	    6.96	    6.68	    6.70	        7110092	       6.95	       7.01	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      71101	      67588	           	   73108.93	           	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/06/28	    6.68	    6.85	    6.63	    6.72	        5731287	       6.92	       6.98	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      57313	      69950	           	   67881.19	   63526.00	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/01	    6.73	    6.85	    6.61	    6.81	        6282608	       6.91	       6.97	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      62826	      66870	           	   65239.46	   65823.39	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/02	    6.81	    6.91	    6.71	    6.75	        6501180	       6.89	       6.95	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      65012	      65194	      63605	   64062.92	   65386.18	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/03	    6.78	    6.82	    6.56	    6.59	        7632200	       6.85	       6.92	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      76322	      66515	      66792	   65368.19	   69238.56	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/04	    6.64	    6.70	    6.43	    6.47	        6337610	       6.80	       6.88	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      63376	      64970	      66279	   66883.99	   67382.59	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/05	    6.44	    6.60	    6.36	    6.58	        5549376	       6.77	       6.85	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      55494	      64606	      67278	   65050.91	   65145.19	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/08	    6.58	    6.58	    6.34	    6.36	        5877136	       6.71	       6.80	           	           	           	       0.00	       6.58	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      58771	      63795	      65333	   63490.80	   63776.87	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/09	    6.37	    6.64	    6.30	    6.64	        7428960	       6.70	       6.79	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      74290	      65651	      65422	   62982.71	   64175.45	           	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/10	    6.63	    6.80	    6.59	    6.69	        5601600	       6.70	       6.78	           	           	           	       0.00	       6.30	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      56016	      61589	      64052	   61142.68	   64013.34	   63769.68	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/11	    6.98	    7.12	    6.92	    7.02	       13026092	       6.74	       6.80	       6.74	       6.80	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     130261	      74966	      69968	   79834.47	   72442.69	   69133.03	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/12	    7.03	    7.06	    6.97	    7.04	        8101468	       6.78	       6.82	       6.78	       6.82	       7.12	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      81015	      80071	      72338	   85395.30	   74443.05	   69914.62	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/15	    7.04	    7.08	    6.94	    6.96	        5557580	       6.81	       6.84	       6.81	       6.84	       7.12	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      55576	      79431	      71613	   80716.85	   71849.78	   70544.17	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/16	    7.00	    7.01	    6.83	    6.96	        5710580	       6.83	       6.85	       6.83	       6.85	       7.12	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      57106	      75995	      70823	   80989.30	   71065.98	   69224.29	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/17	    6.95	    6.95	    6.78	    6.78	        5250700	       6.82	       6.84	           	           	       7.12	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      52507	      75293	      68441	   61550.82	   70692.64	   67918.91	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/18	    6.74	    6.78	    6.50	    6.68	        6962972	       6.80	       6.83	           	           	       7.12	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      69630	      63167	      69066	   58704.58	   72049.95	   67913.41	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/19	    6.64	    6.72	    6.61	    6.63	        5600992	       6.78	       6.81	           	           	       7.12	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      56010	      58166	      69118	   58813.11	   69764.98	   66970.22	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/22	    6.60	    6.69	    6.57	    6.64	        4984953	       6.76	       6.79	           	           	       7.12	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      49850	      57020	      68226	   56999.04	   68994.17	   66503.76	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/23	    6.62	    6.69	    6.51	    6.51	        5460840	       6.73	       6.77	           	           	       7.12	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      54608	      56521	      66258	   57524.39	   59537.61	   65990.16	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/24	    6.49	    6.49	    6.22	    6.24	       10892680	       6.66	       6.72	           	           	       7.12	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     108927	      67805	      71549	   67348.66	   63026.62	   68734.84	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/25	    6.25	    6.41	    6.17	    6.33	        7304993	       6.62	       6.68	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      73050	      68489	      65828	   71608.66	   65210.89	   68530.34	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/26	    6.36	    6.55	    6.33	    6.54	        7247892	       6.61	       6.67	           	           	           	       0.00	       6.17	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      72479	      71783	      64974	   77266.01	   67132.53	   69099.27	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/29	    6.55	    6.57	    6.42	    6.53	        5515200	       6.60	       6.66	           	           	           	       0.00	       6.17	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      55152	      72843	      64932	   77401.91	   67463.16	   69077.91	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/30	    6.50	    6.55	    6.42	    6.53	        4661900	       6.59	       6.65	           	           	           	       0.00	       6.17	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      46619	      71245	      63883	   61824.96	   64586.81	   68318.38	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/07/31	    6.49	    6.80	    6.47	    6.78	        8523220	       6.61	       6.66	       6.61	       6.66	           	       0.00	       6.17	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      85232	      66506	      67156	   64870.53	   68239.60	   69002.30	           	           	           	           	           	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	
 2024/08/01	    6.77	    6.90	    6.76	    6.81	        8528760	       6.64	       6.67	       6.64	       6.67	           	       0.00	       6.17	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      85288	      68954	      68721	   68072.70	   72669.36	   70831.77	   67300.72	      24.41	      26.06	      25.40	      24.13	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/02	    6.80	    7.51	    6.69	    7.51	       27313522	       6.76	       6.75	       6.76	       6.75	           	       0.00	       6.17	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     273135	     109085	      90434	  122568.50	   99985.21	   79761.40	   74447.22	      32.53	      26.54	      21.17	      19.76	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/05	    7.61	    7.79	    7.04	    7.24	       69973312	       6.82	       6.79	       6.82	       6.79	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     699733	     238001	     155422	  285847.06	  173836.00	  118431.30	   94172.94	      42.52	      25.86	      17.62	      14.01	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/06	    7.15	    7.29	    6.93	    7.09	       35583756	       6.86	       6.82	       6.86	       6.82	       7.79	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     355838	     299845	     185545	  353498.41	  209184.47	  137197.67	  103870.91	      43.98	      26.03	      17.07	      12.92	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/07	    7.02	    7.08	    6.96	    7.04	       20977360	       6.88	       6.84	       6.88	       6.84	       7.79	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     209774	     324753	     195630	  384619.88	  226346.30	  146739.41	  107981.84	      44.43	      26.15	      16.95	      12.47	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/08	    7.00	    7.02	    6.72	    6.76	       23741968	       6.86	       6.83	           	           	       7.79	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     237420	     355180	     212067	  375691.00	  249129.77	  158296.47	  113107.68	      41.92	      27.80	      17.66	      12.62	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/09	    6.79	    6.83	    6.61	    6.64	       17009096	       6.83	       6.82	           	           	       7.79	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     170091	     334571	     221828	  243280.45	  264563.75	  164575.30	  116244.34	      30.85	      33.55	      20.87	      14.74	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/12	    6.57	    6.66	    6.54	    6.59	        9978000	       6.80	       6.79	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      99780	     214580	     226291	  179266.06	  266382.22	  167310.92	  117140.55	      24.55	      36.49	      22.92	      16.04	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/13	    6.58	    6.70	    6.56	    6.70	        9116963	       6.79	       6.79	           	           	           	       0.00	       6.54	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      91170	     161647	     230746	  149615.06	  267117.47	  169893.42	  118198.58	      21.23	      37.90	      24.10	      16.77	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/14	    6.72	    6.74	    6.63	    6.64	        6606958	       6.77	       6.77	           	           	           	       0.00	       6.54	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      66070	     132906	     228830	  106777.55	  241234.27	  170609.73	  118299.94	      16.76	      37.88	      26.79	      18.57	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/15	    6.60	    6.74	    6.57	    6.72	        9022500	       6.76	       6.77	           	           	           	       0.00	       6.54	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      90225	     103467	     229323	   86811.05	  165045.75	  169440.88	  119087.85	      16.06	      30.54	      31.36	      22.04	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/16	    6.69	    6.82	    6.68	    6.77	       10109280	       6.76	       6.77	       6.76	       6.77	           	       0.00	       6.54	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     101093	      89667	     212119	   87139.25	  133202.66	  171193.56	  119861.95	      17.04	      26.05	      33.48	      23.44	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/19	    6.73	    6.86	    6.66	    6.67	        9251600	       6.75	       6.76	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      92516	      88215	     151397	   87475.84	  118545.45	  172445.88	  120772.57	      17.52	      23.75	      34.54	      24.19	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/20	    6.64	    6.66	    6.55	    6.56	        7996780	       6.73	       6.74	           	           	       6.86	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      79968	      85974	     123811	   90950.40	   98863.97	  173996.84	  121537.38	      18.74	      20.37	      35.85	      25.04	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/21	    6.55	    6.66	    6.49	    6.63	        6169180	       6.71	       6.73	           	           	       6.86	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      61692	      85099	     109002	   83817.09	   85314.07	  174938.91	  121628.65	      18.00	      18.32	      37.56	      26.12	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/22	    6.60	    6.65	    6.54	    6.55	        5996322	       6.69	       6.71	           	           	       6.86	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      59963	      79046	      91257	   73534.70	   80336.98	  173359.61	  121180.96	      16.40	      17.92	      38.66	      27.02	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/23	    6.55	    6.63	    6.47	    6.54	        8338415	       6.67	       6.70	           	           	       6.86	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      83384	      75505	      82586	   71251.74	   79363.79	  173240.64	  122036.21	      15.98	      17.80	      38.85	      27.37	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/26	    6.50	    6.63	    6.48	    6.60	        6212116	       6.66	       6.69	           	           	       6.86	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      62121	      69426	      78820	   66790.09	   78870.24	  160052.25	  119906.84	      15.69	      18.53	      37.60	      28.17	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/27	    6.56	    6.57	    6.42	    6.45	        7739488	       6.63	       6.67	           	           	       6.86	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      77395	      68911	      77443	   70715.85	   77266.48	  121156.13	  119793.72	      18.18	      19.87	      31.15	      30.80	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/28	    6.40	    6.52	    6.39	    6.43	        4732100	       6.61	       6.65	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	      47321	      66037	      75568	   67555.30	   70545.00	  101873.84	  119535.76	      18.79	      19.62	      28.34	      33.25	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/29	    6.41	    6.56	    6.39	    6.53	        7919420	       6.60	       6.64	           	           	           	       0.00	       6.39	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      79194	      69883	      74465	   66507.81	   68879.78	   93712.63	  120226.03	      19.04	      19.72	      26.83	      34.42	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/08/30	    6.49	    6.75	    6.49	    6.65	        9403797	       6.60	       6.64	       6.60	       6.64	           	       0.00	       6.39	       1.00	       0.00	       0.00	       0.00	       0.00	          0	      94038	      72014	      73759	   74487.02	   70638.55	   84751.27	  121523.88	      21.20	      20.10	      24.12	      34.58	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
