                  郑州煤电 (600121) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	高一高二多空.线1   	高一高二多空.线2   	高一高二多空.线1红 	高一高二多空.线2红 	高一高二多空.波峰  	高一高二多空.      	高一高二多空.波谷  	高一高二多空.      	高一高二多空.      	高一高二多空.      	高一高二多空.      	高一高二多空.      	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	主力进出.主力  	主力进出.游资  	主力进出.大户  	主力进出.散户  	主力进出.主比  	主力进出.游比  	主力进出.大比  	主力进出.散比  	主力进出.警戒线	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	 
 2024/11/15	    4.60	    4.86	    4.55	    4.68	       79921392	       4.51	       4.33	       4.51	       4.33	       5.49	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     799214	    1232379	    1120277	 1137039.00	 1288395.38	  916784.94	  696968.94	      28.15	      31.90	      22.70	      17.26	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/18	    4.74	    5.10	    4.70	    4.97	      117336176	       4.58	       4.39	       4.58	       4.39	       5.49	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	    1173362	    1144304	    1204886	 1028059.75	 1334760.50	  950036.13	  727947.25	      25.44	      33.03	      23.51	      18.01	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/19	    4.87	    4.97	    4.71	    4.84	       79458152	       4.61	       4.43	       4.61	       4.43	       5.49	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     794582	     981364	    1227511	  932086.38	 1245802.63	  953085.38	  746285.13	      24.04	      32.13	      24.58	      19.25	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/20	    4.74	    4.95	    4.71	    4.86	       69957464	       4.64	       4.47	       4.64	       4.47	       5.49	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     699575	     885584	    1217224	  866683.00	 1103676.88	  956283.50	  749754.88	      23.57	      30.02	      26.01	      20.39	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/21	    4.82	    4.88	    4.74	    4.77	       57577648	       4.66	       4.50	       4.66	       4.50	       5.49	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     575777	     808502	    1124177	  810823.63	  973931.38	  969848.75	  745098.94	      23.17	      27.83	      27.71	      21.29	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/22	    4.82	    4.96	    4.60	    4.62	       73667232	       4.66	       4.51	           	       4.51	       5.49	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     736672	     795993	    1014186	  701651.25	  864855.44	  986756.56	  755330.50	      21.21	      26.14	      29.82	      22.83	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/25	    4.56	    4.62	    4.40	    4.49	       61829780	       4.63	       4.51	           	           	       5.49	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     618298	     684981	     914642	  657580.31	  794833.31	  987564.56	  750347.94	      20.61	      24.91	      30.95	      23.52	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/26	    4.80	    4.91	    4.62	    4.66	       84980384	       4.64	       4.52	       4.64	       4.52	       5.49	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     849804	     696025	     838695	  695137.63	  780910.25	 1020222.81	  744532.31	      21.45	      24.10	      31.48	      22.97	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/27	    4.58	    4.61	    4.36	    4.57	       59702660	       4.63	       4.53	           	       4.53	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     597027	     675515	     780550	  700450.13	  755636.88	 1022016.13	  745405.63	      21.73	      23.44	      31.71	      23.12	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/28	    4.51	    4.57	    4.45	    4.46	       45026852	       4.61	       4.52	           	           	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     450269	     650414	     729458	  628849.19	  665250.19	 1000005.31	  744531.94	      20.70	      21.89	      32.91	      24.50	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/11/29	    4.45	    4.58	    4.36	    4.51	       56742268	       4.59	       4.52	           	           	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     567423	     616564	     706279	  616130.44	  636855.31	  941328.94	  753455.06	      20.90	      21.60	      31.93	      25.56	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/02	    4.51	    4.75	    4.46	    4.69	       66987980	       4.61	       4.53	       4.61	       4.53	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     669880	     626880	     655930	  571149.38	  633143.50	  868410.19	  765059.81	      20.13	      22.31	      30.60	      26.96	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/03	    4.70	    4.84	    4.63	    4.77	       64510120	       4.63	       4.56	       4.63	       4.56	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     645101	     585940	     640982	  583168.06	  641809.13	  807870.19	  774615.44	      20.77	      22.86	      28.78	      27.59	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/04	    4.71	    4.82	    4.59	    4.62	       58959180	       4.63	       4.56	           	       4.56	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     589592	     584453	     629984	  617998.88	  623424.06	  744139.75	  782424.81	      22.33	      22.52	      26.88	      28.27	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/05	    4.59	    4.62	    4.54	    4.61	       36756672	       4.62	       4.57	           	       4.57	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     367567	     567912	     609163	  568034.88	  592082.69	  693458.00	  785833.44	      21.52	      22.43	      26.27	      29.77	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/06	    4.60	    4.82	    4.57	    4.77	       70294664	       4.64	       4.58	       4.64	       4.58	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     702947	     595017	     605791	  576301.63	  573725.50	  677317.94	  785678.69	      22.05	      21.96	      25.92	      30.07	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/09	    4.78	    4.81	    4.62	    4.66	       50590120	       4.65	       4.59	       4.65	       4.59	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     505901	     562222	     594551	  541501.56	  562334.81	  658985.88	  787885.38	      21.23	      22.05	      25.84	      30.89	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/10	    4.75	    4.79	    4.62	    4.64	       61924900	       4.65	       4.60	           	       4.60	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     619249	     557051	     571495	  548915.88	  583457.38	  624353.88	  787195.06	      21.58	      22.94	      24.54	      30.94	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/11	    4.63	    4.80	    4.59	    4.77	       63314152	       4.66	       4.61	       4.66	       4.61	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     633142	     565761	     575107	  615309.63	  591672.25	  614263.81	  783674.63	      23.62	      22.71	      23.58	      30.08	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/12	    4.77	    4.81	    4.67	    4.80	       52724016	       4.68	       4.63	       4.68	       4.63	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     527240	     597696	     582804	  571383.00	  573842.25	  603492.88	  779888.25	      22.60	      22.69	      23.87	      30.84	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/13	    4.77	    4.80	    4.58	    4.59	       65908500	       4.67	       4.63	           	           	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     659085	     588923	     591970	  609678.94	  575590.25	  608699.63	  789274.25	      23.60	      22.28	      23.56	      30.55	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/16	    4.55	    4.67	    4.51	    4.55	       37938632	       4.65	       4.62	           	           	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     379386	     563620	     562921	  549713.25	  549314.56	  586369.31	  786563.00	      22.24	      22.22	      23.72	      31.82	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/17	    4.52	    4.55	    4.37	    4.38	       36218388	       4.62	       4.60	           	           	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     362184	     512207	     534629	  481973.88	  548641.75	  570362.19	  778963.44	      20.25	      23.05	      23.97	      32.73	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/18	    4.38	    4.48	    4.37	    4.41	       25385300	       4.59	       4.58	           	           	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     253853	     436350	     501055	  413627.06	  492505.03	  533115.25	  776669.06	      18.67	      22.23	      24.06	      35.05	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/19	    4.36	    4.37	    4.25	    4.30	       28261020	       4.55	       4.55	           	           	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     282610	     387424	     492560	  319508.34	  464593.63	  513464.19	  767740.25	      15.47	      22.50	      24.86	      37.17	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/20	    4.28	    4.32	    4.24	    4.26	       24108784	       4.51	       4.53	           	           	           	       0.00	       4.36	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     241088	     303824	     446374	  284933.72	  417323.50	  500390.41	  750198.00	      14.59	      21.37	      25.62	      38.42	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/23	    4.27	    4.28	    4.10	    4.14	       26761664	       4.46	       4.49	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     267617	     281470	     422545	  261291.91	  371632.88	  481652.53	  711490.81	      14.31	      20.35	      26.38	      38.96	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/24	    4.15	    4.21	    4.11	    4.17	       19755840	       4.42	       4.46	           	           	           	       0.00	       4.10	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     197558	     248545	     380376	  247218.27	  330422.66	  452132.44	  660271.44	      14.63	      19.55	      26.75	      39.07	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/25	    4.17	    4.35	    4.14	    4.35	       53803044	       4.41	       4.45	           	           	           	       0.00	       4.10	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     538030	     305381	     370865	  311073.34	  315290.84	  445440.53	  626655.38	      18.32	      18.56	      26.23	      36.90	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/26	    4.33	    4.33	    4.22	    4.26	       31036184	       4.39	       4.44	           	           	           	       0.00	       4.10	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     310362	     310931	     349177	  328391.81	  306662.75	  427988.63	  586064.25	      19.91	      18.60	      25.95	      35.54	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/27	    4.24	    4.59	    4.20	    4.40	       52311260	       4.39	       4.43	       4.39	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     523113	     367336	     335580	  392265.81	  326778.88	  437710.28	  565584.19	      22.78	      18.97	      25.41	      32.84	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/30	    4.34	    4.40	    4.30	    4.32	       30206292	       4.38	       4.42	           	           	       4.59	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     302063	     374225	     327848	  418391.94	  332805.09	  412655.03	  544986.50	      24.48	      19.48	      24.15	      31.89	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2024/12/31	    4.29	    4.51	    4.29	    4.33	       44546260	       4.38	       4.41	           	           	       4.59	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     445463	     423806	     336176	  395250.00	  353161.66	  408877.66	  533931.75	      23.37	      20.88	      24.18	      31.57	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/02	    4.40	    4.42	    4.00	    4.10	       47625424	       4.34	       4.39	           	           	       4.59	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     476254	     411451	     358416	  436723.09	  382557.50	  399940.50	  512147.19	      25.22	      22.10	      23.10	      29.58	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/03	    4.05	    4.12	    3.88	    3.91	       35690860	       4.28	       4.34	           	           	       4.59	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     356909	     420760	     365846	  395172.09	  393718.97	  382675.94	  498469.91	      23.66	      23.58	      22.91	      29.85	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/06	    3.90	    3.99	    3.79	    3.86	       24338760	       4.23	       4.30	           	           	       4.59	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     243388	     364815	     366076	  380503.28	  399447.59	  364935.16	  484214.06	      23.36	      24.52	      22.40	      29.72	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/07	    3.86	    3.92	    3.83	    3.92	       20716742	       4.19	       4.26	           	           	       4.59	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     207167	     345836	     360031	  320929.47	  358089.72	  336690.31	  472695.03	      21.56	      24.06	      22.62	      31.76	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/08	    3.89	    3.91	    3.76	    3.87	       23364380	       4.14	       4.23	           	           	       4.59	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     233644	     303472	     363639	  260276.84	  348499.97	  327581.38	  456975.41	      18.68	      25.01	      23.51	      32.80	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/09	    3.85	    3.89	    3.80	    3.86	       15610800	       4.11	       4.19	           	           	       4.59	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     156108	     239443	     325447	  210076.72	  302624.41	  314701.63	  442531.97	      16.54	      23.83	      24.78	      34.85	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/10	    3.88	    3.98	    3.75	    3.76	       24530340	       4.06	       4.15	           	           	       4.59	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     245303	     217122	     318941	  210555.66	  295529.47	  314167.28	  423641.34	      16.93	      23.76	      25.26	      34.06	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/13	    3.70	    3.76	    3.67	    3.75	       14875791	       4.02	       4.12	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     148758	     198196	     281506	  195953.28	  258441.38	  305801.50	  409632.91	      16.75	      22.09	      26.14	      35.02	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/14	    3.75	    3.88	    3.75	    3.88	       24512900	       4.00	       4.10	           	           	           	       0.00	       3.67	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     245129	     205788	     275812	  198824.58	  229550.72	  306054.06	  403222.28	      17.48	      20.18	      26.90	      35.44	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/15	    3.85	    3.90	    3.83	    3.86	       17468680	       3.98	       4.07	           	           	           	       0.00	       3.67	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     174687	     193997	     248735	  203469.28	  206772.98	  300245.97	  390949.28	      18.47	      18.77	      27.26	      35.49	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/16	    3.89	    3.98	    3.88	    3.91	       25144500	       3.97	       4.06	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     251445	     213064	     226254	  205004.69	  207780.16	  303613.88	  377873.19	      18.73	      18.99	      27.75	      34.53	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/17	    3.91	    3.91	    3.85	    3.87	       13232720	       3.96	       4.04	           	           	       3.98	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     132327	     190469	     203796	  200897.00	  198425.13	  278257.41	  361849.00	      19.33	      19.09	      26.77	      34.81	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/20	    3.90	    3.91	    3.84	    3.88	       14785929	       3.95	       4.03	           	           	       3.98	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     147859	     190289	     194243	  176579.58	  187702.08	  268101.00	  348044.88	      18.01	      19.14	      27.35	      35.50	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/21	    3.89	    3.90	    3.82	    3.84	       14412480	       3.93	       4.01	           	           	       3.98	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     144125	     170089	     187939	  168939.08	  186204.17	  244414.27	  341062.28	      17.96	      19.80	      25.98	      36.26	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/22	    3.83	    3.85	    3.78	    3.79	       11468904	       3.91	       3.99	           	           	       3.98	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     114689	     158089	     176043	  134750.08	  169877.38	  232703.39	  322679.25	      15.67	      19.75	      27.06	      37.52	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/23	    3.84	    3.89	    3.80	    3.80	       16380900	       3.90	       3.97	           	           	       3.98	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     163809	     140562	     176813	  142620.53	  171758.77	  215100.06	  311988.84	      16.95	      20.41	      25.56	      37.08	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/01/24	    3.81	    3.83	    3.76	    3.81	       13829101	       3.89	       3.96	           	           	       3.98	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     138291	     141755	     166112	  140228.45	  158404.00	  193977.34	  296958.94	      17.76	      20.06	      24.57	      37.61	           	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
