                  郑州煤电 (600121) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	高一高二多空.线1   	高一高二多空.线2   	高一高二多空.线1红 	高一高二多空.线2红 	高一高二多空.波峰  	高一高二多空.      	高一高二多空.波谷  	高一高二多空.      	高一高二多空.      	高一高二多空.      	高一高二多空.      	高一高二多空.      	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	主力进出.主力  	主力进出.游资  	主力进出.大户  	主力进出.散户  	主力进出.主比  	主力进出.游比  	主力进出.大比  	主力进出.散比  	主力进出.警戒线	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	主力进出.      	 
 2025/05/12	    3.68	    3.69	    3.64	    3.68	       10452540	       3.72	       3.75	           	           	           	       0.00	       3.56	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     104525	     146232	     277038	  140384.41	  230127.70	  229831.39	  288992.84	      15.79	      25.88	      25.84	      32.50	  361044.56	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/13	    3.70	    3.76	    3.68	    3.72	       25569892	       3.72	       3.75	       3.72	           	           	       0.00	       3.56	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     255699	     163447	     281330	  155675.33	  173724.98	  233445.64	  285208.75	      18.36	      20.49	      27.53	      33.63	  361720.97	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/14	    3.73	    3.74	    3.68	    3.74	       18554072	       3.72	       3.75	       3.72	           	           	       0.00	       3.56	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     185541	     161648	     228226	  164738.75	  166847.97	  235692.72	  272262.00	      19.62	      19.87	      28.07	      32.43	  362272.72	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/15	    3.73	    3.84	    3.72	    3.75	       34600300	       3.72	       3.75	       3.72	       3.75	           	       0.00	       3.56	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     346003	     200992	     192134	  222942.02	  189800.06	  249294.11	  271358.16	      23.89	      20.33	      26.71	      29.07	  363884.16	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/16	    3.71	    3.95	    3.68	    3.82	       34837032	       3.74	       3.75	       3.74	       3.75	           	       0.00	       3.56	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     348370	     248028	     202916	  283903.22	  212143.81	  262356.22	  271216.97	      27.57	      20.60	      25.48	      26.34	  365551.63	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/19	    3.81	    3.93	    3.81	    3.87	       36913700	       3.76	       3.76	       3.76	       3.76	           	       0.00	       3.56	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     369137	     300950	     223591	  312262.75	  233969.03	  275610.16	  274763.63	      28.48	      21.34	      25.13	      25.06	  367378.19	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/20	    3.88	    3.91	    3.82	    3.88	       28043100	       3.77	       3.77	       3.77	       3.77	           	       0.00	       3.56	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     280431	     305896	     234672	  335985.31	  250362.03	  284722.44	  267304.97	      29.51	      21.99	      25.01	      23.48	  368506.19	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/21	    3.87	    4.00	    3.85	    3.95	       44277880	       3.80	       3.79	       3.80	       3.79	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     442779	     357344	     259496	  360179.25	  291560.66	  299097.75	  270800.56	      29.48	      23.87	      24.48	      22.17	  370644.75	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/22	    3.90	    3.93	    3.81	    3.82	       31130920	       3.80	       3.79	       3.80	       3.79	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     311309	     350405	     275698	  350914.00	  317408.63	  273768.19	  272482.00	      28.89	      26.13	      22.54	      22.43	  372081.72	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/23	    3.80	    3.86	    3.73	    3.75	       24693220	       3.79	       3.79	           	           	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     246932	     330118	     289073	  320362.81	  316312.78	  245018.91	  273544.38	      27.73	      27.38	      21.21	      23.68	  373049.78	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/26	    3.77	    3.94	    3.76	    3.84	       29845660	       3.80	       3.79	       3.80	       3.79	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     298457	     315982	     308466	  324869.19	  330427.25	  248637.64	  272893.44	      27.61	      28.08	      21.13	      23.19	  374444.28	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/27	    3.82	    3.85	    3.75	    3.80	       18986984	       3.80	       3.79	       3.80	       3.79	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     189870	     297869	     301883	  261641.95	  310910.59	  250355.34	  267288.31	      24.00	      28.52	      22.96	      24.52	  375188.34	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/28	    3.80	    3.80	    3.76	    3.77	       10799721	       3.79	       3.79	           	           	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     107997	     230913	     294129	  210813.95	  280863.97	  246503.91	  259110.38	      21.14	      28.16	      24.72	      25.98	  375541.38	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/29	    3.78	    3.80	    3.75	    3.80	       12580760	       3.80	       3.79	       3.80	       3.79	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     125808	     193813	     272109	  180532.81	  250447.81	  242208.44	  252051.33	      19.51	      27.07	      26.18	      27.24	  375988.53	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/05/30	    3.79	    3.79	    3.72	    3.72	       15171660	       3.79	       3.79	           	           	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     151717	     174770	     252444	  143847.81	  234358.50	  242360.28	  250329.30	      16.52	      26.91	      27.83	      28.74	  376584.84	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/03	    3.72	    3.75	    3.69	    3.74	       13410961	       3.78	       3.78	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     134110	     141900	     228941	  129907.75	  195774.88	  243667.77	  241724.63	      16.02	      24.14	      30.04	      29.80	  377036.41	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/04	    3.74	    3.91	    3.72	    3.90	       41425020	       3.80	       3.79	       3.80	       3.79	           	       0.00	       3.69	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     414250	     186776	     242323	  206471.00	  208642.48	  263025.53	  246428.45	      22.33	      22.57	      28.45	      26.65	  378978.84	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/05	    3.86	    3.94	    3.79	    3.83	       31158140	       3.80	       3.80	       3.80	       3.80	           	       0.00	       3.69	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     311581	     227493	     229203	  252914.47	  216723.66	  266518.22	  249981.94	      25.65	      21.98	      27.03	      25.35	  380243.16	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/06	    3.83	    3.94	    3.83	    3.86	       27984652	       3.81	       3.80	       3.81	       3.80	           	       0.00	       3.69	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     279847	     258301	     226057	  284946.94	  214397.39	  272412.31	  254052.52	      27.78	      20.90	      26.56	      24.77	  381335.19	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/09	    3.83	    3.95	    3.82	    3.93	       34093412	       3.82	       3.81	       3.82	       3.81	           	       0.00	       3.69	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     340934	     296144	     235457	  336653.06	  233280.42	  272095.53	  260694.81	      30.53	      21.15	      24.67	      23.64	  382739.06	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/10	    3.95	    3.95	    3.83	    3.88	       27520540	       3.83	       3.82	       3.83	       3.82	           	       0.00	       3.69	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     275205	     324364	     233132	  301891.84	  254181.42	  267522.69	  264939.47	      27.73	      23.35	      24.58	      24.34	  383976.72	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/11	    3.87	    3.91	    3.86	    3.88	       18648320	       3.84	       3.83	       3.84	       3.83	           	       0.00	       3.69	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     186483	     278810	     232793	  270617.31	  261765.88	  256106.83	  265858.47	      25.67	      24.83	      24.29	      25.22	  384757.56	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/12	    3.88	    3.89	    3.81	    3.84	       15250500	       3.84	       3.83	       3.84	       3.83	           	       0.00	       3.69	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     152505	     246995	     237244	  238781.94	  261864.42	  248111.45	  266416.94	      23.52	      25.80	      24.44	      26.24	  385351.38	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/13	    3.84	    4.00	    3.82	    3.88	       43536296	       3.84	       3.83	       3.84	       3.83	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     435363	     278098	     268199	  262389.16	  299521.09	  247647.95	  273372.84	      24.23	      27.66	      22.87	      25.24	  387420.22	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/16	    3.91	    3.99	    3.90	    3.97	       47511992	       3.86	       3.84	       3.86	       3.84	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     475120	     304935	     300540	  312367.78	  307129.84	  257886.14	  265827.16	      27.32	      26.87	      22.56	      23.25	  389697.38	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/17	    3.94	    3.96	    3.88	    3.94	       26723040	       3.87	       3.85	       3.87	       3.85	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     267230	     303340	     313852	  332554.56	  301585.94	  259154.77	  252086.83	      29.03	      26.33	      22.63	      22.01	  391000.09	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/18	    3.94	    3.95	    3.85	    3.88	       21676180	       3.87	       3.86	       3.87	       3.86	       4.00	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     216762	     309396	     294103	  348618.78	  293700.38	  254048.86	  251343.23	      30.38	      25.59	      22.14	      21.90	  391772.84	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/19	    3.87	    3.88	    3.75	    3.80	       21571680	       3.86	       3.85	           	           	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     215717	     322038	     284517	  293707.22	  278048.19	  255664.28	  253009.80	      27.18	      25.73	      23.66	      23.42	  392682.84	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/20	    3.80	    3.84	    3.77	    3.78	       11685920	       3.85	       3.84	           	           	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     116859	     258338	     268218	  204142.06	  258254.92	  256218.17	  251361.03	      21.05	      26.62	      26.41	      25.91	  392991.78	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/23	    3.81	    3.90	    3.76	    3.87	       22910200	       3.85	       3.85	       3.85	       3.85	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     229102	     209134	     257035	  194609.95	  263582.25	  262674.09	  252441.25	      19.99	      27.08	      26.99	      25.94	  393629.47	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/24	    3.82	    3.86	    3.78	    3.85	       21085000	       3.85	       3.85	           	       3.85	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     210850	     197858	     250599	  193132.00	  270875.38	  266369.94	  254365.09	      19.61	      27.51	      27.05	      25.83	  394265.91	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/25	    3.86	    3.86	    3.81	    3.86	       20508000	       3.85	       3.85	       3.85	       3.85	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     205080	     195522	     252459	  190472.80	  242090.00	  270805.56	  257236.64	      19.83	      25.20	      28.19	      26.78	  394952.56	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/26	    3.85	    3.89	    3.84	    3.86	       16867132	       3.86	       3.85	       3.86	       3.85	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     168671	     186113	     254075	  203425.83	  203783.92	  255456.88	  259241.19	      22.07	      22.10	      27.71	      28.12	  394802.09	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/27	    3.88	    4.03	    3.87	    3.94	       35258752	       3.87	       3.86	       3.87	       3.86	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     352588	     233258	     245798	  234297.22	  214453.58	  258019.78	  262268.97	      24.18	      22.13	      26.63	      27.06	  395482.56	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/06/30	    3.97	    3.99	    3.91	    3.94	       18984480	       3.88	       3.86	       3.88	       3.86	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     189845	     225407	     217270	  229045.91	  211088.95	  252394.66	  262403.47	      23.99	      22.11	      26.43	      27.48	  395525.81	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/01	    3.94	    3.97	    3.90	    3.94	       21486660	       3.88	       3.87	       3.88	       3.87	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     214867	     226210	     212034	  231492.55	  210982.69	  244515.45	  258305.47	      24.49	      22.32	      25.87	      27.33	  395565.28	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/02	    3.92	    4.01	    3.92	    4.00	       43568200	       3.90	       3.88	       3.90	       3.88	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     435682	     272330	     233926	  298245.25	  250835.53	  254545.23	  261033.94	      28.01	      23.56	      23.91	      24.52	  394716.03	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/03	    4.00	    4.02	    3.93	    3.99	       34404920	       3.91	       3.89	       3.91	       3.89	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     344049	     307406	     246759	  296110.63	  265203.91	  264393.09	  260249.94	      27.27	      24.42	      24.35	      23.97	  392600.94	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/04	    3.97	    4.04	    3.93	    3.94	       38127420	       3.92	       3.90	       3.92	       3.90	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     381274	     313143	     273201	  343968.00	  286506.94	  278691.16	  263401.28	      29.33	      24.43	      23.77	      22.46	  392445.50	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/07	    3.98	    4.11	    3.95	    4.09	       69813600	       3.94	       3.91	       3.94	       3.91	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     698136	     414802	     320104	  464785.38	  348138.97	  295114.50	  271381.22	      33.69	      25.24	      21.39	      19.67	  392003.25	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/08	    4.08	    4.10	    4.01	    4.08	       43982180	       3.96	       3.93	       3.96	       3.93	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     439822	     459793	     343001	  465820.31	  382032.75	  292908.38	  275397.25	      32.89	      26.98	      20.68	      19.45	  388691.69	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/09	    4.06	    4.17	    4.04	    4.12	       58901440	       3.98	       3.95	       3.98	       3.95	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     589014	     490459	     381395	  527061.63	  411586.13	  313019.88	  286087.34	      34.27	      26.77	      20.36	      18.60	  388802.50	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/10	    4.10	    4.25	    4.07	    4.23	       82164344	       4.01	       3.97	       4.01	       3.97	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     821643	     585978	     446692	  637153.88	  490560.94	  350824.97	  302436.94	      35.78	      27.54	      19.70	      16.98	  390710.34	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/11	    4.23	    4.28	    4.16	    4.20	       70842664	       4.04	       3.99	       4.04	       3.99	           	       0.00	       3.75	       1.00	       0.00	       0.00	       0.00	       0.00	          0	     708427	     651408	     482276	  639726.56	  552256.00	  381619.34	  318641.88	      33.81	      29.19	      20.17	      16.84	  393080.03	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/14	    4.08	    4.62	    4.03	    4.41	      158315232	       4.09	       4.03	       4.09	       4.03	           	       0.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	    1583152	     828412	     621607	  925559.25	  695689.75	  473262.66	  364740.44	      37.64	      28.29	      19.24	      14.83	  400216.75	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/15	    4.37	    4.39	    4.13	    4.21	      120090800	       4.10	       4.05	       4.10	       4.05	       4.62	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	    1200908	     980629	     720211	 1078532.63	  802797.13	  534000.50	  398337.28	      38.33	      28.53	      18.98	      14.16	  405003.28	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/16	    4.22	    4.25	    4.08	    4.12	       65019728	       4.11	       4.05	       4.11	       4.05	       4.62	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     650197	     992866	     741662	 1035671.00	  836412.50	  561459.69	  413914.78	      36.37	      29.37	      19.72	      14.54	  406728.34	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/17	    4.10	    4.20	    4.10	    4.15	       54473800	       4.11	       4.06	       4.11	       4.06	       4.62	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     544738	     937484	     761731	  994748.88	  817237.75	  582688.38	  426746.94	      35.26	      28.97	      20.65	      15.13	  408318.56	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
 2025/07/18	    4.16	    4.22	    4.12	    4.13	       54529872	       4.11	       4.07	       4.11	       4.07	       4.62	       1.00	           	       0.00	       0.00	       0.00	       0.00	       0.00	          0	     545299	     904859	     778134	  735285.50	  830422.38	  606227.63	  430842.22	      28.25	      31.91	      23.29	      16.55	  407415.19	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	       1.00	
